06/29/22	12:08 AM
Experiment Type:	Generic
Auto Correlation
Scattering angle:	104.0
Duration (s):	900
Wavelength (nm):	660.0
Refractive index:	1.330
Viscosity (mPas):	0.890
Temperature (K):	298.1
Laser intensity (mW):	23.311800
Average Count rate  A (kHz):	221.4
Average Count rate  B (kHz):	221.4
Intercept:	0.9811
Cumulant 1st	5816.84
Cumulant 2nd	6273.38	0.38
Cumulant 3rd	6550.38	0.88

Lag time (s)         g2-1
13.841203	208.702087	0.000000
13.893632	244.483948	0.000000
13.946061	225.124359	0.000000
13.998490	230.197906	0.000000
14.050918	242.919922	0.000000
14.103347	233.726501	0.000000
14.155776	235.252380	0.000000
14.208205	200.386047	0.000000
14.260634	203.628540	0.000000
14.313062	236.988068	0.000000
14.365491	220.279694	0.000000
14.417920	222.568512	0.000000
14.470349	219.955444	0.000000
14.522778	218.658447	0.000000
14.575206	211.887360	0.000000
14.627635	234.222412	0.000000
14.680064	221.920013	0.000000
14.732493	221.500397	0.000000
14.784922	224.323273	0.000000
14.837350	235.157013	0.000000
14.889779	207.347870	0.000000
14.942208	232.486725	0.000000
14.994637	229.663849	0.000000
15.047066	211.315155	0.000000
15.099494	225.048065	0.000000
15.151923	224.037170	0.000000
15.204352	242.538452	0.000000
15.256781	238.285065	0.000000
15.309210	197.448730	0.000000
15.361638	234.909058	0.000000
15.414067	240.325928	0.000000
15.466496	249.671936	0.000000
15.518925	206.470490	0.000000
15.571354	230.903625	0.000000
15.623782	251.178741	0.000000
15.676211	227.870941	0.000000
15.728640	237.236023	0.000000
15.781069	220.203400	0.000000
15.833498	236.110687	0.000000
15.885926	224.475861	0.000000
15.938355	227.279663	0.000000
15.990784	235.881805	0.000000
16.043213	221.595764	0.000000
16.095642	242.557526	0.000000
16.148070	212.802887	0.000000
16.200499	226.211548	0.000000
16.252928	200.767517	0.000000
16.305357	226.001740	0.000000
16.357786	215.263367	0.000000
16.410214	222.358704	0.000000
16.462643	211.601257	0.000000
16.515072	233.592987	0.000000
16.567501	222.129822	0.000000
16.619930	237.712860	0.000000
16.672358	224.971771	0.000000
16.724787	203.323364	0.000000
16.777216	224.628448	0.000000
16.829645	220.546722	0.000000
16.882074	222.816467	0.000000
16.934502	226.974487	0.000000
16.986931	212.383270	0.000000
17.039360	214.977264	0.000000
17.091789	211.429596	0.000000
17.144218	224.952698	0.000000
17.196646	213.794708	0.000000
17.249075	223.846436	0.000000
17.301504	228.271484	0.000000
17.353933	228.729248	0.000000
17.406362	235.080719	0.000000
17.458790	213.260651	0.000000
17.511219	224.475861	0.000000
17.563648	228.233337	0.000000
17.616077	229.206085	0.000000
17.668506	244.064331	0.000000
17.720934	237.731934	0.000000
17.773363	226.345062	0.000000
17.825792	223.941803	0.000000
17.878221	245.609283	0.000000
17.930650	229.034424	0.000000
17.983078	222.167969	0.000000
18.035507	244.903564	0.000000
18.087936	228.137970	0.000000
18.140365	225.448608	0.000000
18.192794	205.020905	0.000000
18.245222	204.353333	0.000000
18.297651	229.892731	0.000000
18.350080	235.290527	0.000000
18.402509	217.399597	0.000000
18.454938	213.985443	0.000000
18.507366	261.116028	0.000000
18.559795	235.652924	0.000000
18.612224	220.642090	0.000000
18.664653	231.704712	0.000000
18.717082	227.603912	0.000000
18.769510	194.625854	0.000000
18.821939	225.677490	0.000000
18.874368	243.263245	0.000000
18.926797	210.590363	0.000000
18.979226	235.843658	0.000000
19.031654	220.527649	0.000000
19.084083	209.045410	0.000000
19.136512	191.535950	0.000000
19.188941	205.307007	0.000000
19.241370	211.391449	0.000000
19.293798	212.631226	0.000000
19.346227	270.042419	0.000000
19.398656	210.933685	0.000000
19.451085	234.050751	0.000000
19.503514	254.421234	0.000000
19.555942	238.056183	0.000000
19.608371	213.871002	0.000000
19.660800	243.320465	0.000000
19.713229	199.489594	0.000000
19.765658	239.429474	0.000000
19.818086	231.456757	0.000000
19.870515	224.227905	0.000000
19.922944	217.933655	0.000000
19.975373	220.375061	0.000000
20.027802	236.034393	0.000000
20.080230	221.099854	0.000000
20.132659	207.118988	0.000000
20.185088	219.268799	0.000000
20.237517	202.484131	0.000000
20.289946	232.734680	0.000000
20.342374	232.868195	0.000000
20.394803	228.080750	0.000000
20.447232	231.761932	0.000000
20.499661	214.958191	0.000000
20.552090	214.767456	0.000000
20.604518	220.699310	0.000000
20.656947	225.162506	0.000000
20.709376	240.287781	0.000000
20.761805	233.154297	0.000000
20.814234	219.440460	0.000000
20.866662	240.345001	0.000000
20.919091	225.296021	0.000000
20.971520	226.726532	0.000000
21.023949	193.500519	0.000000
21.076378	222.129822	0.000000
21.128806	195.446014	0.000000
21.181235	211.868286	0.000000
21.233664	233.802795	0.000000
21.286093	226.116180	0.000000
21.338522	204.830170	0.000000
21.390950	219.383240	0.000000
21.443379	214.538574	0.000000
21.495808	219.821930	0.000000
21.548237	224.857330	0.000000
21.600666	216.484070	0.000000
